ProteinID(Uniprot) DiseaseID(Uniprot) DiseaseID(OMIM) DiseaseID(MeSH) 
SUFU_HUMAN DI-05134 OMIM:617757 MeSH:D002526 
SUFU_HUMAN DI-05134 OMIM:617757 MeSH:D005124 
SUFU_HUMAN DI-05134 OMIM:617757 MeSH:D052177 
SUH_HUMAN DI-03522 OMIM:614814 MeSH:D004476 
SUH_HUMAN DI-03522 OMIM:614814 MeSH:D017880 
SUMF1_HUMAN DI-00791 OMIM:272200 MeSH:D052517 
SUMO1_HUMAN DI-02972 OMIM:613705 MeSH:D002971 
SUMO4_HUMAN DI-05295 OMIM:600320 MeSH:D003922 
SUN5_HUMAN DI-04878 OMIM:617187 MeSH:D007248 
SUOX_HUMAN DI-01843 OMIM:272300 MeSH:D020739 
SURF1_HUMAN DI-04591 OMIM:616684 MeSH:D002607 
SURF1_HUMAN DI-01469 OMIM:220110 MeSH:D030401 
SUZ12_HUMAN DI-05768 OMIM:618786 MeSH:D000015 
SVIL_HUMAN DI-05925 OMIM:619040 MeSH:D020914 
SYAC_HUMAN DI-02678 OMIM:613287 MeSH:D002607 
SYAC_HUMAN DI-04412 OMIM:616339 MeSH:D013036 
SYAM_HUMAN DI-03184 OMIM:614096 MeSH:D002312 
SYAM_HUMAN DI-04191 OMIM:615889 MeSH:D016649 
SYAM_HUMAN DI-03184 OMIM:614096 MeSH:D017240 
SYAM_HUMAN DI-04191 OMIM:615889 MeSH:D056784 
SYCC_HUMAN DI-05847 OMIM:618891 MeSH:D000015 
SYCE1_HUMAN DI-04721 OMIM:616950 MeSH:D007248 
SYCE1_HUMAN DI-04723 OMIM:616947 MeSH:D016649 
SYCM_HUMAN DI-04592 OMIM:616672 MeSH:D028361 
SYCP2_HUMAN DI-05773 OMIM:258150 MeSH:D007248 
SYCP3_HUMAN DI-04655 OMIM:270960 MeSH:D000026 
SYCP3_HUMAN DI-02748 OMIM:270960 MeSH:D053713 
SYDC_HUMAN DI-03775 OMIM:615281 MeSH:D009128 
SYDC_HUMAN DI-03775 OMIM:615281 MeSH:D020279 
SYEM_HUMAN DI-03612 OMIM:614924 MeSH:D017237 
SYEP_HUMAN DI-05239 OMIM:617951 MeSH:D020279 
SYFA_HUMAN DI-05916 OMIM:619013 MeSH:D001927 
SYFA_HUMAN DI-05916 OMIM:619013 MeSH:D002114 
SYFA_HUMAN DI-05916 OMIM:619013 MeSH:D017563 
SYFB_HUMAN DI-05269 OMIM:613658 MeSH:D065886 
SYFM_HUMAN DI-04770 OMIM:617046 MeSH:D015419 
SYFM_HUMAN DI-03630 OMIM:614946 MeSH:D028361 
SYGP1_HUMAN DI-00713 OMIM:612621 MeSH:D008607 
SYHM_HUMAN DI-03615 OMIM:614926 MeSH:D006319 
SYHM_HUMAN DI-03615 OMIM:614926 MeSH:D023961 
SYIC_HUMAN DI-04841 OMIM:617093 MeSH:D006130 
SYIC_HUMAN DI-04841 OMIM:617093 MeSH:D008107 
SYIC_HUMAN DI-04841 OMIM:617093 MeSH:D008607 
SYIC_HUMAN DI-04841 OMIM:617093 MeSH:D009123 
SYIM_HUMAN DI-04264 OMIM:616007 MeSH:D001848 
SYIM_HUMAN DI-04264 OMIM:616007 MeSH:D002386 
SYIM_HUMAN DI-04264 OMIM:616007 MeSH:D006319 
SYIM_HUMAN DI-04264 OMIM:616007 MeSH:D009477 
SYK_HUMAN DI-02946 OMIM:613641 MeSH:D002607 
SYK_HUMAN DI-03865 OMIM:613916 MeSH:D006319 
SYK_HUMAN DI-06031 OMIM:619147 MeSH:D056784 
SYLC_HUMAN DI-03895 OMIM:615438 MeSH:D017093 
SYLM_HUMAN DI-04765 OMIM:617021 MeSH:D000756 
SYLM_HUMAN DI-04765 OMIM:617021 MeSH:D004487 
SYLM_HUMAN DI-03819 OMIM:615300 MeSH:D006319 
SYLM_HUMAN DI-04765 OMIM:617021 MeSH:D008659 
SYLM_HUMAN DI-03819 OMIM:615300 MeSH:D023961 
SYMC_HUMAN DI-04362 OMIM:616280 MeSH:D002607 
SYMC_HUMAN DI-03921 OMIM:615486 MeSH:D017093 
SYMM_HUMAN DI-04017 OMIM:611390 MeSH:D002524 
SYMM_HUMAN DI-04460 OMIM:616430 MeSH:D028361 
SYN1_HUMAN DI-00470 OMIM:300491 MeSH:D004827 
SYN1_HUMAN DI-00470 OMIM:300491 MeSH:D019954 
SYN2_HUMAN DI-03626 OMIM:181500 MeSH:D012559 
SYNC_HUMAN DI-05962 OMIM:619091 MeSH:D065886 
SYNE1_HUMAN DI-05605 OMIM:618484 MeSH:D001176 
SYNE1_HUMAN DI-01062 OMIM:610743 MeSH:D002524 
SYNE1_HUMAN DI-01062 OMIM:610743 MeSH:D013132 
SYNE1_HUMAN DI-02519 OMIM:612998 MeSH:D020389 
SYNE2_HUMAN DI-02520 OMIM:612999 MeSH:D020389 
SYNE4_HUMAN DI-03957 OMIM:615540 MeSH:D006316 
SYNE4_HUMAN DI-03957 OMIM:615540 MeSH:D006319 
SYNJ1_HUMAN DI-04961 OMIM:617389 MeSH:D013036 
SYNJ1_HUMAN DI-03964 OMIM:615530 MeSH:D020734 
SYNM_HUMAN DI-05552 OMIM:618434 MeSH:D006319 
SYNM_HUMAN DI-04330 OMIM:616239 MeSH:D028361 
SYPH_HUMAN DI-02522 OMIM:300802 MeSH:D038901 
SYPM_HUMAN DI-05571 OMIM:618437 MeSH:D013036 
SYQ_HUMAN DI-04103 OMIM:615760 MeSH:D008831 
SYQ_HUMAN DI-04103 OMIM:615760 MeSH:D012640 
SYRC_HUMAN DI-04288 OMIM:616140 MeSH:D020279 
SYRM_HUMAN DI-02180 OMIM:611523 MeSH:D002526 
SYSC_HUMAN DI-05110 OMIM:617709 MeSH:D065886 
SYSM_HUMAN DI-03111 OMIM:613845 MeSH:D000471 
SYSM_HUMAN DI-03111 OMIM:613845 MeSH:D006976 
SYSM_HUMAN DI-03111 OMIM:613845 MeSH:D033461 
SYSM_HUMAN DI-03111 OMIM:613845 MeSH:D051437 
SYT14_HUMAN DI-03244 OMIM:614229 MeSH:D002524 
SYT14_HUMAN DI-03244 OMIM:614229 MeSH:D013132 
SYT1_HUMAN DI-05432 OMIM:618218 MeSH:D065886 
SYT2_HUMAN DI-04255 OMIM:616040 MeSH:D020294 
SYTC_HUMAN DI-05638 OMIM:618546 MeSH:D054463 
SYTM_HUMAN DI-04173 OMIM:615918 MeSH:D028361 
SYUA_HUMAN DI-01223 OMIM:168601 MeSH:D010300 
SYUA_HUMAN DI-01901 OMIM:127750 MeSH:D020961 
SYVC_HUMAN DI-05161 OMIM:617802 MeSH:D065886 
SYVM_HUMAN DI-04181 OMIM:615917 MeSH:D028361 
SYWC_HUMAN DI-05119 OMIM:617721 MeSH:D009134 
SYWM_HUMAN DI-05113 OMIM:617710 MeSH:D028361 
SYYC_HUMAN DI-00265 OMIM:608323 MeSH:D002607 
SYYM_HUMAN DI-02902 OMIM:613561 MeSH:D000140 
SYYM_HUMAN DI-02902 OMIM:613561 MeSH:D000756 
SZT2_HUMAN DI-03918 OMIM:615476 MeSH:D013036 
T106B_HUMAN DI-03247 OMIM:105550 MeSH:D000690 
T106B_HUMAN DI-05245 OMIM:617964 MeSH:D020279 
T106B_HUMAN DI-03247 OMIM:105550 MeSH:D057174 
T126A_HUMAN DI-02531 OMIM:612989 MeSH:D015418 
T126B_HUMAN DI-05425 OMIM:618250 MeSH:D028361 
T132E_HUMAN DI-05585 OMIM:618481 MeSH:D006319 
T23O_HUMAN DI-05124 OMIM:600627 MeSH:D000592 
T2EB_HUMAN DI-04720 OMIM:616943 MeSH:D054463 
T4S20_HUMAN DI-03910 OMIM:615432 MeSH:D007805 
TA2R_HUMAN DI-03258 OMIM:614009 MeSH:D001791 
TA2R_HUMAN DI-03258 OMIM:614009 MeSH:D006470 
TAB2_HUMAN DI-02853 OMIM:614980 MeSH:D006330 
TACD2_HUMAN DI-01651 OMIM:204870 MeSH:D003317 
TACD2_HUMAN DI-01651 OMIM:204870 MeSH:D028226 
TACO1_HUMAN DI-05931 OMIM:619052 MeSH:D017237 
TACT_HUMAN DI-01303 OMIM:211750 MeSH:D003398 
TADBP_HUMAN DI-00114 OMIM:612069 MeSH:D000690 
TAF13_HUMAN DI-04989 OMIM:617432 MeSH:D008607 
TAF1_HUMAN DI-00414 OMIM:314250 MeSH:D004421 
TAF1_HUMAN DI-04617 OMIM:300966 MeSH:D038901 
TAF2_HUMAN DI-04004 OMIM:615599 MeSH:D008607 
TAF4B_HUMAN DI-04119 OMIM:615841 MeSH:D009845 
TAF4B_HUMAN DI-04119 OMIM:615841 MeSH:D053713 
TAF6_HUMAN DI-04825 OMIM:617126 MeSH:D000015 
TAF6_HUMAN DI-04825 OMIM:617126 MeSH:D008607 
TALAN_HUMAN DI-02839 OMIM:605990 MeSH:D053040 
TALDO_HUMAN DI-02377 OMIM:606003 MeSH:D002239 
TANC2_HUMAN DI-05852 OMIM:618906 MeSH:D065886 
TAP1_HUMAN DI-00170 OMIM:604571 MeSH:D007153 
TAP2_HUMAN DI-00170 OMIM:604571 MeSH:D007153 
TAPT1_HUMAN DI-04702 OMIM:616897 MeSH:D010009 
TARA_HUMAN DI-00868 OMIM:609823 MeSH:D006319 
TASP1_HUMAN DI-05876 OMIM:618950 MeSH:D065886 
TAU_HUMAN DI-03096 OMIM:260540 MeSH:D013494 
TAU_HUMAN DI-02937 OMIM:172700 MeSH:D020774 
TAU_HUMAN DI-01632 OMIM:600274 MeSH:D057180 
TAZ_HUMAN DI-00005 OMIM:302060 MeSH:D056889 
TBA1A_HUMAN DI-00672 OMIM:611603 MeSH:D054082 
TBA4A_HUMAN DI-04318 OMIM:616208 MeSH:D000690 
TBA8_HUMAN DI-02826 OMIM:613180 MeSH:D054220 
TBB1_HUMAN DI-02623 OMIM:613112 MeSH:D013921 
TBB2A_HUMAN DI-04097 OMIM:615763 MeSH:D054081 
TBB2B_HUMAN DI-02622 OMIM:610031 MeSH:D054220 
TBB3_HUMAN DI-02509 OMIM:600638 MeSH:D005355 
TBB3_HUMAN DI-02509 OMIM:600638 MeSH:D009886 
TBB3_HUMAN DI-03150 OMIM:614039 MeSH:D054081 
TBB4A_HUMAN DI-03777 OMIM:128101 MeSH:D004422 
TBB4A_HUMAN DI-03778 OMIM:612438 MeSH:D020279 
TBB4B_HUMAN DI-05197 OMIM:617879 MeSH:D054062 
TBB4B_HUMAN DI-05197 OMIM:617879 MeSH:D057130 
TBB5_HUMAN DI-04628 OMIM:156610 MeSH:D003483 
TBB5_HUMAN DI-04628 OMIM:156610 MeSH:D006222 
TBB5_HUMAN DI-04628 OMIM:156610 MeSH:D012868 
TBB5_HUMAN DI-04083 OMIM:615771 MeSH:D054081 
TBB6_HUMAN DI-05120 OMIM:617732 MeSH:D003389 
TBB8_HUMAN DI-04613 OMIM:616780 MeSH:D007247 
TBC20_HUMAN DI-04041 OMIM:615663 MeSH:D000015 
TBC23_HUMAN DI-05084 OMIM:617695 MeSH:D002526 
TBC24_HUMAN DI-02926 OMIM:605021 MeSH:D004831 
TBC24_HUMAN DI-03992 OMIM:220500 MeSH:D006319 
TBC24_HUMAN DI-03992 OMIM:220500 MeSH:D008607 
TBC24_HUMAN DI-03992 OMIM:220500 MeSH:D009260 
TBC24_HUMAN DI-03992 OMIM:220500 MeSH:D012640 
TBC24_HUMAN DI-03823 OMIM:615338 MeSH:D013036 
TBC24_HUMAN DI-03992 OMIM:220500 MeSH:D017880 
TBC24_HUMAN DI-05646 OMIM:608105 MeSH:D019305 
TBC24_HUMAN DI-03992 OMIM:220500 MeSH:D019465 
TBC8B_HUMAN DI-05603 OMIM:301028 MeSH:D009404 
TBCD4_HUMAN DI-04265 OMIM:616087 MeSH:D003924 
TBCD7_HUMAN DI-03993 OMIM:248000 MeSH:D058627 
TBCD_HUMAN DI-04876 OMIM:617193 MeSH:D020271 
TBCE_HUMAN DI-01859 OMIM:244460 MeSH:D006958 
TBCE_HUMAN DI-01793 OMIM:241410 MeSH:D007011 
TBCE_HUMAN DI-01793 OMIM:241410 MeSH:D008607 
TBCE_HUMAN DI-01793 OMIM:241410 MeSH:D010009 
TBCE_HUMAN DI-04873 OMIM:617207 MeSH:D020271 
TBCK_HUMAN DI-04694 OMIM:616900 MeSH:D009422 
TBG1_HUMAN DI-03885 OMIM:615412 MeSH:D054081 
TBK1_HUMAN DI-04472 OMIM:616439 MeSH:D000690 
TBK1_HUMAN DI-03709 OMIM:177700 MeSH:D005902 
TBK1_HUMAN DI-05212 OMIM:617900 MeSH:D018792 
TBK1_HUMAN DI-04472 OMIM:616439 MeSH:D057174 
TBL1R_HUMAN DI-04736 OMIM:602342 MeSH:D002658 
TBL1R_HUMAN DI-04736 OMIM:602342 MeSH:D008068 
TBL1R_HUMAN DI-04716 OMIM:616944 MeSH:D008607 
TBL1R_HUMAN DI-04736 OMIM:602342 MeSH:D019066 
TBL1X_HUMAN DI-05650 OMIM:301033 MeSH:D003409 
TBL1Y_HUMAN DI-05525 OMIM:400047 MeSH:D006319 
TBP_HUMAN DI-01079 OMIM:607136 MeSH:D020754 
TBR1_HUMAN DI-05442 OMIM:606053 MeSH:D065886 
TBX18_HUMAN DI-04535 OMIM:143400 MeSH:D014564 
TBX19_HUMAN DI-00035 OMIM:201400 MeSH:D007018 
TBX1_HUMAN DI-01487 OMIM:188400 MeSH:D004062 
TBX1_HUMAN DI-01424 OMIM:217095 MeSH:D004310 
TBX1_HUMAN DI-01424 OMIM:217095 MeSH:D014339 
TBX20_HUMAN DI-00152 OMIM:611363 MeSH:D006344 
TBX21_HUMAN DI-02739 OMIM:208550 MeSH:D055963 
TBX22_HUMAN DI-02436 OMIM:303400 MeSH:D002972 
TBX22_HUMAN DI-03763 OMIM:302905 MeSH:D006314 
TBX22_HUMAN DI-03763 OMIM:302905 MeSH:D017880 
TBX22_HUMAN DI-03763 OMIM:302905 MeSH:D019767 
TBX2_HUMAN DI-05435 OMIM:618223 MeSH:D000015 
TBX4_HUMAN DI-02312 OMIM:147891 MeSH:D001848 
TBX4_HUMAN DI-05747 OMIM:601360 MeSH:D004480 
TBX6_HUMAN DI-04021 OMIM:122600 MeSH:D004413 
TCAM1_HUMAN DI-03544 OMIM:614850 MeSH:D020803 
TCF20_HUMAN DI-05566 OMIM:618430 MeSH:D065886 
TCOF_HUMAN DI-02384 OMIM:154500 MeSH:D008342 
TCPE_HUMAN DI-01256 OMIM:256840 MeSH:D015419 
TCPR2_HUMAN DI-03681 OMIM:615031 MeSH:D015419 
TDRD7_HUMAN DI-03070 OMIM:613887 MeSH:D002386 
TDRD9_HUMAN DI-05324 OMIM:618110 MeSH:D007248 
TECRL_HUMAN DI-04918 OMIM:614021 MeSH:D017180 
TECR_HUMAN DI-03192 OMIM:614020 MeSH:D008607 
TECT1_HUMAN DI-03232 OMIM:614173 MeSH:D002526 
TECT1_HUMAN DI-03232 OMIM:614173 MeSH:D005124 
TECT1_HUMAN DI-03232 OMIM:614173 MeSH:D052177 
TECT2_HUMAN DI-04579 OMIM:616654 MeSH:D002526 
TECT2_HUMAN DI-03026 OMIM:613885 MeSH:D002925 
TECT2_HUMAN DI-03026 OMIM:613885 MeSH:D004677 
TECT2_HUMAN DI-04579 OMIM:616654 MeSH:D005124 
TECT2_HUMAN DI-03026 OMIM:613885 MeSH:D007690 
TECT2_HUMAN DI-04579 OMIM:616654 MeSH:D052177 
TECT3_HUMAN DI-03515 OMIM:614815 MeSH:D002526 
TECT3_HUMAN DI-03515 OMIM:614815 MeSH:D005124 
TECT3_HUMAN DI-03516 OMIM:258860 MeSH:D009958 
TECT3_HUMAN DI-03515 OMIM:614815 MeSH:D052177 
TECTA_HUMAN DI-00842 OMIM:601543 MeSH:D006319 
TELO2_HUMAN DI-04744 OMIM:616954 MeSH:D000015 
TELO2_HUMAN DI-04744 OMIM:616954 MeSH:D008607 
TELT_HUMAN DI-00220 OMIM:607487 MeSH:D024741 
TELT_HUMAN DI-00664 OMIM:601954 MeSH:D049288 
TEN3_HUMAN DI-03704 OMIM:615145 MeSH:D003103 
TEN3_HUMAN DI-03704 OMIM:615145 MeSH:D008850 
TEN4_HUMAN DI-04630 OMIM:616736 MeSH:D020329 
TENA_HUMAN DI-04030 OMIM:615629 MeSH:D006319 
TENX_HUMAN DI-01097 OMIM:606408 MeSH:D004535 
TENX_HUMAN DI-04199 OMIM:615963 MeSH:D014718 
TERA_HUMAN DI-03119 OMIM:613954 MeSH:D000690 
TERA_HUMAN DI-04589 OMIM:616687 MeSH:D002607 
TERA_HUMAN DI-01817 OMIM:167320 MeSH:D010001 
TERA_HUMAN DI-01817 OMIM:167320 MeSH:D018979 
TERA_HUMAN DI-01817 OMIM:167320 MeSH:D049288 
TERA_HUMAN DI-03119 OMIM:613954 MeSH:D057174 
TERA_HUMAN DI-01817 OMIM:167320 MeSH:D057180 
TERT_HUMAN DI-02842 OMIM:609135 MeSH:D000741 
TERT_HUMAN DI-03701 OMIM:615134 MeSH:D008545 
TERT_HUMAN DI-03500 OMIM:614742 MeSH:D011658 
TERT_HUMAN DI-00407 OMIM:613989 MeSH:D019871 
TERT_HUMAN DI-02670 OMIM:178500 MeSH:D054990 
TET2_HUMAN DI-05992 OMIM:619126 MeSH:D007153 
TET2_HUMAN DI-03291 OMIM:614286 MeSH:D009190 
TET2_HUMAN DI-02712 OMIM:263300 MeSH:D011087 
TET3_HUMAN DI-05782 OMIM:618798 MeSH:D065886 
TEX11_HUMAN DI-04467 OMIM:309120 MeSH:D007248 
TEX14_HUMAN DI-05085 OMIM:617707 MeSH:D007248 
TEX15_HUMAN DI-05242 OMIM:617960 MeSH:D007248 
TF2H5_HUMAN DI-04434 OMIM:616395 MeSH:D054463 
TF3B_HUMAN DI-04315 OMIM:616202 MeSH:D002526 
TF3B_HUMAN DI-04315 OMIM:616202 MeSH:D004392 
TF3B_HUMAN DI-04315 OMIM:616202 MeSH:D008607 
TF3B_HUMAN DI-04315 OMIM:616202 MeSH:D019066 
TF65_HUMAN DI-05466 OMIM:618287 MeSH:D012883 
TF7L2_HUMAN DI-02060 OMIM:125853 MeSH:D003924 
TFAM_HUMAN DI-04864 OMIM:617156 MeSH:D017240 
TFE2_HUMAN DI-04717 OMIM:616941 MeSH:D000361 
TFG_HUMAN DI-03525 OMIM:604484 MeSH:D015417 
TFG_HUMAN DI-04029 OMIM:615658 MeSH:D015419 
TFR1_HUMAN DI-04634 OMIM:616740 MeSH:D007153 
TFR2_HUMAN DI-01715 OMIM:604250 MeSH:D006432 
TGDS_HUMAN DI-04301 OMIM:616145 MeSH:D006228 
TGDS_HUMAN DI-04301 OMIM:616145 MeSH:D010855 
TGFB1_HUMAN DI-05431 OMIM:618213 MeSH:D001927 
TGFB1_HUMAN DI-05431 OMIM:618213 MeSH:D003424 
TGFB1_HUMAN DI-01314 OMIM:131300 MeSH:D003966 
TGFB1_HUMAN DI-05431 OMIM:618213 MeSH:D007153 
TGFB2_HUMAN DI-03523 OMIM:614816 MeSH:D055947 
TGFB3_HUMAN DI-01549 OMIM:107970 MeSH:D019571 
TGFB3_HUMAN DI-03991 OMIM:615582 MeSH:D055947 
TGFR1_HUMAN DI-03159 OMIM:132800 MeSH:D007636 
TGFR1_HUMAN DI-00675 OMIM:609192 MeSH:D055947 
TGFR2_HUMAN DI-00555 OMIM:614331 MeSH:D003123 
TGFR2_HUMAN DI-01537 OMIM:133239 MeSH:D004938 
TGFR2_HUMAN DI-00677 OMIM:610168 MeSH:D055947 
TGIF1_HUMAN DI-00568 OMIM:142946 MeSH:D016142 
TGM1_HUMAN DI-01230 OMIM:242300 MeSH:D017490 
TGM3L_HUMAN DI-03054 OMIM:613908 MeSH:D020754 
TGM3_HUMAN DI-04896 OMIM:617251 MeSH:D006201 
TGM5_HUMAN DI-02148 OMIM:609796 MeSH:D003873 
THAP1_HUMAN DI-00416 OMIM:602629 MeSH:D004421 
THA_HUMAN DI-03343 OMIM:614450 MeSH:D003409 
THB_HUMAN DI-01654 OMIM:188570 MeSH:D006981 
THB_HUMAN DI-03097 OMIM:274300 MeSH:D018382 
THG1_HUMAN DI-05783 OMIM:618800 MeSH:D002524 
THG1_HUMAN DI-05783 OMIM:618800 MeSH:D013132 
THIL_HUMAN DI-00009 OMIM:203750 MeSH:D000592 
THIOM_HUMAN DI-04649 OMIM:616811 MeSH:D028361 
THOC2_HUMAN DI-04511 OMIM:300957 MeSH:D038901 
THOC6_HUMAN DI-03901 OMIM:613680 MeSH:D000015 
THRB_HUMAN DI-03351 OMIM:614390 MeSH:D000026 
THRB_HUMAN DI-02664 OMIM:613679 MeSH:D007020 
THRB_HUMAN DI-02665 OMIM:188050 MeSH:D019851 
THSD1_HUMAN DI-05735 OMIM:618734 MeSH:D002532 
THYG_HUMAN DI-02526 OMIM:274700 MeSH:D003409 
THYG_HUMAN DI-02878 OMIM:608175 MeSH:D006111 
THYG_HUMAN DI-02878 OMIM:608175 MeSH:D013959 
THYG_HUMAN DI-02878 OMIM:608175 MeSH:D013967 
TIA1_HUMAN DI-06002 OMIM:619133 MeSH:D000690 
TIA1_HUMAN DI-03766 OMIM:604454 MeSH:D049310 
TIDC1_HUMAN DI-05426 OMIM:618251 MeSH:D028361 
TIE2_HUMAN DI-04901 OMIM:617272 MeSH:D005901 
TIM14_HUMAN DI-00007 OMIM:610198 MeSH:D002311 
TIM16_HUMAN DI-04374 OMIM:613320 MeSH:D010009 
TIM22_HUMAN DI-05811 OMIM:618851 MeSH:D028361 
TIM50_HUMAN DI-05109 OMIM:617698 MeSH:D008661 
TIM8A_HUMAN DI-01988 OMIM:304700 MeSH:D008607 
TIM8A_HUMAN DI-01988 OMIM:304700 MeSH:D054062 
TIMP3_HUMAN DI-02317 OMIM:136900 MeSH:D008268 
TINF2_HUMAN DI-00998 OMIM:268130 MeSH:D012164 
TINF2_HUMAN DI-00998 OMIM:268130 MeSH:D019871 
TITIN_HUMAN DI-00215 OMIM:604145 MeSH:D002311 
TITIN_HUMAN DI-01727 OMIM:603689 MeSH:D009135 
TITIN_HUMAN DI-01514 OMIM:611705 MeSH:D009202 
TITIN_HUMAN DI-00239 OMIM:613765 MeSH:D024741 
TITIN_HUMAN DI-00667 OMIM:608807 MeSH:D049288 
TKNK_HUMAN DI-03570 OMIM:614839 MeSH:D007006 
TKT_HUMAN DI-04769 OMIM:617044 MeSH:D004392 
TKT_HUMAN DI-04769 OMIM:617044 MeSH:D006330 
TKT_HUMAN DI-04769 OMIM:617044 MeSH:D065886 
TLE6_HUMAN DI-04651 OMIM:616814 MeSH:D007247 
TLK2_HUMAN DI-05289 OMIM:618050 MeSH:D008607 
TLL1_HUMAN DI-02498 OMIM:613087 MeSH:D006344 
TLR3_HUMAN DI-02371 OMIM:613002 MeSH:D020803 
TLR5_HUMAN DI-02649 OMIM:601744 MeSH:D008180 
TLR7_HUMAN DI-05889 OMIM:301051 MeSH:D007153 
TM107_HUMAN DI-05036 OMIM:617562 MeSH:D002526 
TM107_HUMAN DI-05035 OMIM:617562 MeSH:D002925 
TM107_HUMAN DI-05035 OMIM:617562 MeSH:D004677 
TM107_HUMAN DI-05036 OMIM:617562 MeSH:D005124 
TM107_HUMAN DI-05035 OMIM:617562 MeSH:D007690 
TM107_HUMAN DI-05037 OMIM:617563 MeSH:D009958 
TM107_HUMAN DI-05036 OMIM:617562 MeSH:D052177 
TM127_HUMAN DI-02160 OMIM:171300 MeSH:D010673 
TM138_HUMAN DI-03315 OMIM:614465 MeSH:D002526 
TM138_HUMAN DI-03315 OMIM:614465 MeSH:D005124 
TM138_HUMAN DI-03315 OMIM:614465 MeSH:D052177 
TM165_HUMAN DI-03483 OMIM:614727 MeSH:D018981 
TM175_HUMAN DI-02134 OMIM:168600 MeSH:D010300 
TM199_HUMAN DI-04627 OMIM:616829 MeSH:D018981 
TM216_HUMAN DI-02621 OMIM:608091 MeSH:D002526 
TM216_HUMAN DI-02862 OMIM:603194 MeSH:D002925 
TM216_HUMAN DI-02862 OMIM:603194 MeSH:D004677 
TM216_HUMAN DI-02621 OMIM:608091 MeSH:D005124 
TM216_HUMAN DI-02862 OMIM:603194 MeSH:D007690 
TM216_HUMAN DI-02621 OMIM:608091 MeSH:D052177 
TM230_HUMAN DI-02134 OMIM:168600 MeSH:D010300 
TM231_HUMAN DI-03599 OMIM:614970 MeSH:D002526 
TM231_HUMAN DI-03873 OMIM:615397 MeSH:D002925 
TM231_HUMAN DI-03873 OMIM:615397 MeSH:D004677 
TM231_HUMAN DI-03599 OMIM:614970 MeSH:D005124 
TM231_HUMAN DI-03873 OMIM:615397 MeSH:D007690 
TM231_HUMAN DI-03599 OMIM:614970 MeSH:D052177 
TM237_HUMAN DI-03313 OMIM:614424 MeSH:D002526 
TM237_HUMAN DI-03313 OMIM:614424 MeSH:D005124 
TM237_HUMAN DI-03313 OMIM:614424 MeSH:D052177 
TM38B_HUMAN DI-03686 OMIM:615066 MeSH:D010013 
TMC1_HUMAN DI-00858 OMIM:600974 MeSH:D006319 
TMC6_HUMAN DI-01531 OMIM:226400 MeSH:D004819 
TMC8_HUMAN DI-05436 OMIM:618231 MeSH:D004819 
TMCO1_HUMAN DI-00938 OMIM:137760 MeSH:D005902 
TMCO1_HUMAN DI-03178 OMIM:213980 MeSH:D008607 
TMCO1_HUMAN DI-03178 OMIM:213980 MeSH:D009139 
TMCO1_HUMAN DI-03178 OMIM:213980 MeSH:D019465 
TMIE_HUMAN DI-00857 OMIM:600971 MeSH:D006319 
TMLH_HUMAN DI-03482 OMIM:300872 MeSH:D001321 
TMLH_HUMAN DI-03482 OMIM:300872 MeSH:D008661 
TMM43_HUMAN DI-01551 OMIM:604400 MeSH:D019571 
TMM43_HUMAN DI-03705 OMIM:614302 MeSH:D020389 
TMM70_HUMAN DI-03147 OMIM:614052 MeSH:D017237 
TMM98_HUMAN DI-04209 OMIM:615972 MeSH:D008850 
TMPS3_HUMAN DI-00859 OMIM:601072 MeSH:D006319 
TMTC3_HUMAN DI-04891 OMIM:617255 MeSH:D054082 
TMX2_HUMAN DI-05731 OMIM:618730 MeSH:D065886 
TNAP3_HUMAN DI-04635 OMIM:616744 MeSH:D056660 
TNF11_HUMAN DI-00887 OMIM:259710 MeSH:D010022 
TNFA_HUMAN DI-02697 OMIM:607507 MeSH:D015535 
TNFB_HUMAN DI-02697 OMIM:607507 MeSH:D015535 
TNFL4_HUMAN DI-02648 OMIM:152700 MeSH:D008180 
TNFL6_HUMAN DI-00155 OMIM:601859 MeSH:D056735 
TNI3K_HUMAN DI-04282 OMIM:616117 MeSH:D001145 
TNI3K_HUMAN DI-04282 OMIM:616117 MeSH:D002311 
TNIK_HUMAN DI-04760 OMIM:617028 MeSH:D008607 
TNNC1_HUMAN DI-00228 OMIM:611879 MeSH:D002311 
TNNC1_HUMAN DI-02553 OMIM:613243 MeSH:D024741 
TNNI2_HUMAN DI-01493 OMIM:601680 MeSH:D001176 
TNNI3_HUMAN DI-00229 OMIM:611880 MeSH:D002311 
TNNI3_HUMAN DI-00246 OMIM:115210 MeSH:D002313 
TNNI3_HUMAN DI-00237 OMIM:613690 MeSH:D024741 
TNNT1_HUMAN DI-02036 OMIM:605355 MeSH:D017696 
TNNT2_HUMAN DI-00213 OMIM:601494 MeSH:D002311 
TNNT2_HUMAN DI-00247 OMIM:612422 MeSH:D002313 
TNNT2_HUMAN DI-00234 OMIM:115195 MeSH:D024741 
TNNT3_HUMAN DI-05569 OMIM:618435 MeSH:D001176 
TNPO3_HUMAN DI-04143 OMIM:608423 MeSH:D049288 
TNR11_HUMAN DI-02120 OMIM:602080 MeSH:D010001 
TNR11_HUMAN DI-00890 OMIM:612301 MeSH:D010022 
TNR1A_HUMAN DI-03521 OMIM:614810 MeSH:D009103 
